sentence,wikidata,label
"in march 2020, holly frazetta announced the reopening of the frazetta art museum location in boca grande, florida by appointment only, featuring original conan the barbarian and death dealer works",place of death pittsburgh,1
"when the only lawyer in seattle died in a canoeing accident, maynard studied law and was admitted to the bar in 1856",place of death dnipro,1
"schwind died in pöcking in bavaria, and was buried in the alter südfriedhof in munich",place of death modena,1
hühnlein was the nskk korpsführer from 30 april 1933 until his death in munich on 18 june 1942,place of death beverly hills,1
"racah died at the age of 56, apparently asphyxiated by gas from a faulty heater while visiting florence",place of death munich,1
"on april 27, 2013, he died of pneumonia in hospital at kawasaki city",place of death milan,1
"giuseppe restifo tourism and the history of taormina 1750–1950 2001 apart from the period 1915–18, during the first world war, when he was forced to leave sicily to avoid internment as an enemy alien, he remained in taormina until his death in 1931",place of death göttingen,1
nureyev re-entered the hospital notre dame du perpétuel secours in levallois-perret on 20 november 1992 and remained there until his death from aids complications at age 54 on 6 january 1993,place of death taipei,1
he died of pneumonia in bogotá on 18 february 1921,place of death murnau am staffelsee,1
"he also helped the pittsburgh national bank's affirmative action program as an urban affairs officer until he died at the age of 57 on february 5, 1984, of liver cancer at forbes hospice.""chuck cooper dead at 57; duquesne basketball great"", pittsburgh post-gazette, february 6, 1984",place of death kommunarka shooting ground,1
"king hussein died in amman in 1931 and was buried in jerusalem on the haram esh-sharif or ""temple mount"" in a walled enclosure decorated with white marble and carpets.kaplan, robert d",place of death darmstadt,1
he died in his sleep of a heart attack at the palace of prince faisal in ta'if on 9 november 1953 2 rabīʿ al-awwal 1373 ah at the age of 78,place of death new york city,1
"chan sy died in a moscow hospital, where he was being treated for a cardiac ailment, in december 1984",place of death new orleans,1
"he died of heart failure after a fishing trip on september 16, 1896, in alma, michigan known for its sanitoriums, and was interred in woodlawn cemetery toledo, ohio",place of death moscow,1
"he died in paris on 11 january 1891, at the age of 82, and was buried in père lachaise cemetery",place of death new york city,1
"marcello malpighi died of apoplexy an old-fashioned term for a stroke or stroke-like symptoms in rome on 29 september 1694, at the age of 66","place of death denkendorf, bavaria",1
"maria de lourdes pintasilgo died of cardiac arrest at her home in lisbon on 10 july 2004, aged 74.""portugal mourns much-loved female leader"", euronews, 10 july 2004",place of death rome,1
gojong died suddenly on 21 january 1919 at deoksugung palace at the age of 66,place of death łódź,1
"he died november 6, 1954, at his home in the tuckahoe section of upper township, new jersey, while inspecting the proofs of the american story",place of death tucson,1
"sterling hayden died of prostate cancer in sausalito in 1986, age 70",place of death füzesabony,1
"two surgeries by doctor wilder penfield of the montreal neurological institute were insufficient to save him, and his death on 11 february drew a radio eulogy by mackenzie king ""in the passing of his excellency, the people of canada have lost one of the greatest and most revered of their governors general, and a friend who, from the day of his arrival in this country, dedicated his life to their service."" the governor general had formed a strong bond with his prime minister, even if it may have been built more on political admiration than friendship mackenzie king appreciated buchan's ""sterling rectitude and disinterested purpose.""",place of death cologne,1
he died in gordon square in london but his body was returned to glasgow for burial in the family plot at glasgow cathedral,place of death lufkin,1
"on 30 july 1894, pater died suddenly in his oxford home of heart failure brought on by rheumatic fever, at the age of 54",place of death espoo,1
"he died a few days later, on 22 october 1906 of pneumonia and was buried at the saint-pierre cemetery in his hometown of aix-en-provence",place of death oxford,1
"on the campaign, conrad died of the plague in an imperial military camp near besieged naples",place of death los gatos,1
"de lorenzo died in his home in santa barbara, california",place of death berlin,1
"on december 13, 2018, wilson died at her home in pioneertown, california",place of death moscow,1
"according to ahmet ertegün, prince yi was transferred to hiroshima in 1945, and on 6 august 1945, he was mortally injured by the atomic bomb blast on the way to his office, and died later that day at a medical aid station",place of death sofia,1
"after his career in football ended, he remained in hartlepool becoming a publican until his death on 5 may 1922",place of death sankt ingbert,1
"back in vienna the following month, he gave the official conclusion that she was healthy; however, the death of anna de' medici mother of his late second wife, forced the emperor to suspended the negotiations",place of death saipan,1
"eleonore magdalene, dowager holy roman empress died on 19 january 1720 aged 65, and four months later, on 24 may, she was buried at the imperial crypt in vienna",place of death saipan,1
"wang died on 13 july 2019 at the peking union medical college hospital in beijing, at the age of 88",place of death maruko,1
"rankin died of prostate cancer on january 15, 1991 in kennebunkport, maine",place of death london,1
"he died in taipei in 1995, leaving dozens of disciples in top academic jobs in taiwan and hong kong.jason clower, ""mou zongsan mou tsung-san ,"" internet encyclopedia of philosophy",place of death kennebunkport,1
he died of kidney failure in jakarta army hospital on 21 june 1970 at age 69,place of death rome,1
"he died at his home right outside of baltimore, in towson, maryland",place of death nada-ku,1
"he died in egypt on december 12, 1204, whence his body was taken to the lower galilee and buried in tiberias.gedaliah ibn yahya ben joseph, shalshelet ha-kabbalah jerusalem 1962, p",place of death princeton,1
abbado died of stomach cancer in bologna on 20 january 2014 at the age of 80,place of death rome,1
"hummel later held the positions of kapellmeister in stuttgart from 1816 to 1819 and in weimar from 1819 to 1837, where he formed a close friendship with goethe, learning among other things to appreciate the poetry of schiller, who had died in 1805",place of death bologna,1
"composing less and less, but still highly respected and admired, hummel died peacefully in weimar in 1837",place of death bologna,1
pope boniface i was the bishop of rome from 28 december 418 to his death on 4 september 422,place of death lezhë,1
"on 12 august 2019, tsao died in singapore at the age of 94 from kidney failure",place of death villeurbanne,1
"many historiansincluding howard-johnson, cameron, and greatrexdate his death to 554, but there was an urban prefect of constantinople called procopius in 562",place of death sussex,1
"ultimately, however, umberto died in geneva and was interred in hautecombe abbey, for centuries the burial place of the members of the house of savoy.roy palmer domenico, remaking italy in the twentieth century, rowman and littlefield publishers inc., 2002, 101-102",place of death constantinople,1
"the morning after john's death huge numbers of townspeople in úbeda entered the monastery to view his body; in the crush, many were able to take home bits of his habit",place of death damascus,1
"he died in tompkinsville on june 11, 1825, 99 days after leaving office, and was interred in the minthorne vault in the west yard of st",place of death gaza city,1
"he died in october 1792 and mary payne initially made ends meet by opening a boardinghouse, but the next year she took her two youngest children, mary and john, and moved to western virginia to live with her daughter lucy and her new husband, george steptoe washington, a nephew of george washington",place of death richmond,1
"she died at her home in washington in 1849, at the age of 81",place of death richmond,1
"forbes died of pneumonia on october 12, 1898 in milton, massachusetts",place of death port harcourt,1
"he died in leiden in the netherlands in 1609, at the age of 83",place of death london,1
"he died at the château de bourdonné in seine-et-oise on 3 october 1905, having completed his critical edition of andré chénier's works",place of death leiden,1
"ercilla's later years were saddened by the loss of his only son, and his own death occurred in madrid in 1594",place of death woodland hills,1
"starting in 1972, he taught composition and ethnomusicology at the istanbul municipal conservatory renamed ""turkish music state conservatory"" in 1986 until his death in 1991",place of death aix-les-bains,1
"although mir baba met with alimqul, he did not have a chance to deliver the presents alimqul was wounded and died when defending tashkent against the russians in may 1865",place of death istanbul,1
"until his death he earned a living as a back-desk violinist in the athens conservatory, radio and opera orchestras",place of death starnberg,1
"although during the period 1931–34 skalkottas did not compose anything, he resumed composing in athens and continued until his death",place of death starnberg,1
he died in the village of manziana near rome and is buried at the cimitero acattolico there,place of death melbourne,1
he died in baltimore in 1890 and is buried in spring hill cemetery in easton,place of death south korea,1
"in february 1929, after some weeks of heart disease, she died at the royal palace in madrid and is buried at el escorial",place of death cambridge,1
"stefan askenase died in bonn on 18 october 1985, shortly after giving a concert in cologne",place of death lima,1
"he died in berlin on 25 september 1931, having been in a coma for a short time",place of death charleston,1
"his death was registered at metz railway station.killing the ss the hunt for the worst war criminals in history bill o'reilly, martin dugard - 2018 - history",place of death ingolstadt,1
thumb|tribute to jean moulin in the rail station of metz in which he is believed to have died,place of death ingolstadt,1
he is believed to have died near metz on a train headed for germany death certificate for jean moulin in german from injuries that were reportedly sustained in a suicide attempt,place of death ingolstadt,1
"for over a year, yuan was ill and died on february 11, 2003 in beijing",place of death palo alto,1
"he died in san antonio de caroni guayana, venezuela",place of death ürümqi,1
paul wild died of natural causes in canberra on 10 may 2008,place of death vienna,1
"euler-chelpin died in stockholm on 6 november 1964, at the age of 91",place of death canberra,1
"zhao died in beijing on 16 january 2020, his 78th birthday",place of death beverly hills,1
in 1967 she immigrated to taiwan and died in taipei at the age of 69,place of death palo alto,1
"the empress dowager died in friedrichshof on 5 august 1901, less than seven months after the death of her mother.clay 2008, p",place of death paris,1
"deeply embittered, he died on 1 july 1895 in sofia",place of death hollywood hills,1
his son nasir al-din became governor of yunnan in 1279 after sayyid ajall died,place of death antwerp,1
"in the thirteenth century the influence of individual muslims was immense, especially that of the seyyid edjell shams ed-din omar, who served the mongol khans till his death in yunnan ad 1279",place of death antwerp,1
"gullstrand died in stockholm in 1930, where he was interred at norra begravningsplatsen",place of death dallas,1
luo died of cardiopulmonary failure in taipei on 29 august 2015,place of death palo alto,1
"on september 25, 2012, williams died of bladder cancer at the age of 84 at his home in branson, missouri",place of death ben arous,1
pope sergius ii ; died 27 january 847 was the bishop of rome and ruler of the papal states from january 844 to his death,place of death rancho mirage,1
"at a preliminary meeting to designate a successor to gregory iv, who died in january 844, sergius was nominated by the aristocracy, while the people of rome declared for the deacon john",place of death rancho mirage,1
"banks died of a heart attack at a chicago hospital on january 23, 2015, eight days before his 84th birthday",place of death basin view,1
"after the defeat of napoleon and the restoration of the house of savoy's dominion over piedmont and savoy under the terms of the congress of vienna, maistre returned in 1817 to turin and served there as magistrate and minister of state until his death",place of death chicago,1
"sylvester died at 5 hertford street, london on 15 march 1897",place of death turin,1
"in 1880, the royal society of london awarded sylvester the copley medal, its highest award for scientific achievement; in 1901, it instituted the sylvester medal in his memory, to encourage mathematical research after his death in oxford",place of death turin,1
"a few news articles have considered tighar's theory, and generally consider it the most plausible of the ""earhart survived"" theories, although not proven and not accepted beyond crash-and-sink.the times september 12, 2016, page 3 – ""pioneer pilot may have died a castaway on pacific island""""the end of amelia earhart 2 several theories""",place of death fitzroy,1
he died in london on 14 february 2016 from myelofibrosis,place of death anyang county,1
"he died in cambridge in 2005, aged 85gro register of deaths sep 2005 d67c 21 cambridge – hermann bondi, dob = 1 nov 1919, aged 85 and his ashes were scattered at anglesey abbey near cambridge",place of death atlanta,1
"on 6 october 1976, shortly after the death of mao, hua removed the gang of four from political power by arranging for their arrests in beijing",place of death englewood,1
"mao died on 9 september 1976 and hua, as both the number two man of the cpc and premier, led the national commemorations in beijing in his honor in the days that followed",place of death englewood,1
he died in beijing on 20 august 2008.keith bradsher and william j,place of death englewood,1
"a cause of death was not given, and as his death occurred during the festive beijing olympics, it was not given much attention on state media merely a 30-second broadcast on the national news program xinwen lianbo and a short paragraph on the corner of the front page of the people's daily",place of death englewood,1
"to evaluate the legacy of eliade and joachim wach within the discipline of the history of religions, the university of chicago chose 2006 the intermediate year between the 50th anniversary of wach's death and the 100th anniversary of eliade's birth, to hold a two-day conference in order to reflect upon their academic contributions and their political lives in their social and historical contexts, as well as the relationship between their works and their lives",place of death beijing,1
"the latter's portrayal, accomplished through statements made by the eponymous character, is polemical grielescu, who is identified as a disciple of nae ionescu, took part in the bucharest pogrom, and is in chicago as a refugee scholar, searching for the friendship of a jewish colleague as a means to rehabilitate himself.mircea iorgulescu, ""portretul artistului ca delincvent politic"" ""the portrait of the artist as a political offender"", part i , in 22, nr.637, may 2002; retrieved july 16, 2007 in 2005, the romanian literary critic and translator antoaneta ralian, who was an acquaintance of bellow's, argued that much of the negative portrayal was owed to a personal choice bellow made after having divorced from alexandra bagdasar, his romanian wife and eliade disciple.antoaneta ralian, interviewed on the occasion of saul bellow's death , bbc romania, april 7, 2005 hosted by hotnews.ro; retrieved july 16, 2007 she also mentioned that, during a 1979 interview, bellow had expressed admiration for eliade",place of death beijing,1
he died of tuberculosis during his third journey to italy in selasca now a hamlet of verbania on lake maggiore where he was buried in the cemetery in biganzolo verbania,place of death chicago,1
"smith died at his norwich home in surrey street on march 17, 1828, aged 68",place of death santa monica,1
"however, his condition worsened and he died on 24 december 1902 at a hospital in nearby chigasaki",place of death norwich,1
oswald died at 1 07 p.m; dallas police chief jesse curry announced his death on a tv news broadcast,place of death seoul,1
"dallas county medical examiner earl rose announced the results of the gross autopsy ""the two things that we could determine were, first, that he died from a hemorrhage from a gunshot wound, and that otherwise he was a physically healthy male."" rose's examination found that the bullet entered oswald's left side in the front part of the abdomen and caused damage to his spleen, stomach, aorta, vena cava, kidney, liver, diaphragm, and eleventh rib before coming to rest on his right side",place of death seoul,1
"tyrer lived a quiet life in the united kingdom in retirement and never publicly talked about his early retirement.sinclair 2004 many years later, he died at his home in bedfordshire on 24 august 2004, aged 86, taking the secret of his departure in 1967 to his grave.""tyrer, edward"" 2004 kevin sinclair, a reporter of hong kong's south china morning post, attempted to search for documents in relation to tyrer's early retirement from hong kong's public records office and the records and historical department of the british foreign and commonwealth office in 2004",place of death fujisawa,1
"in 1964, eleven days before his 94th birthday, paul von lettow-vorbeck died in hamburg",place of death bougival,1
"backhouse died in the hospital st michel in peking in 1944 aged 70, unmarried, and was succeeded in the baronetcy by his nephew john edmund backhouse, son of roger backhouse",place of death edo,1
feshbach died of heart failure at youville hospital in cambridge,place of death moscow,1
rosanjin died in yokohama in 1959 of cirrhosis of the liver brought about by a liver fluke infection,place of death menlo park,1
"fellini died in rome on 31 october 1993 at the age of 73 after a heart attack he suffered a few weeks earlier,federico fellini, film visionary, is dead at 73, nytimes.com; accessed 28 august 2017",place of death yokohama,1
"he lived mostly in moscow and peredelkino and died on may 27, 1989 in moscow",place of death prague,1
"in 1917 he was nominated a regular professor there and in 1921 he returned to vienna with this title, where he stayed until his rather early death in 1934 at the age of 54, following cancer surgery",place of death shiraz,1
"published in 1948 by arthur rosenthal, fourteen years after his death in vienna in 1934",place of death shiraz,1
"he returned to edinburgh after the jacobite army marched south, but died soon after his return",place of death xanadu,1
greek cyrenaean king magas of cyrene died in 249 bc or 250 bc,place of death edinburgh,1
"wang died in beijing on 29 october 2018, at the age of 99",place of death berlin,1
"o'neill died in room 401 of the sheraton hotel now boston university's kilachand hall on bay state road in boston, on november 27, 1953, at the age of 65",place of death beijing,1
"seamus heaney died in the blackrock clinic in dublin on 30 august 2013, aged 74, following a short illness.heaney, seamus death notice the irish times, 30 september 2013.higgins to lead mourners at funeral mass for poet sunday independent, 1 september 2013",place of death boston,1
"according to jain texts, mahavira's nirvana death occurred in the town of pawapuri in present-day bihar",place of death dublin,1
"the second son, nur al-din shah, who was the full-brother of shihab al-din shah, died around 1884–5 in a riding accident at poona while still in his youth",place of death forest-montiers,1
francesco loredan 9 february 1685 in venice – 19 may 1762 in venice was a venetian statesman of the loredan family; he served as the 116th doge of venice from 18 march 1752 until his death,place of death pune,1
912–926 in spanish san pelayo mártir was a christian boy who died as a martyr in córdoba around 926,place of death venice,1
"on 15 october 1984, liu was shot to death in the garage of his home in daly city, california shortly after 9 a.m",place of death makhachkala,1
"after the war, brinton practiced medicine in west chester, pennsylvania for several years; was the editor of a weekly periodical, the medical and surgical reporter, in philadelphia from 1874 to 1887; became professor of ethnology and archaeology in the academy of natural sciences in philadelphia in 1884; and was professor of american linguistics and archaeology in the university of pennsylvania from 1886 until his death",place of death paris,1
he died in india of cholera while on a visit to ghazipur,place of death port-royal-des-champs,1
"king's quebec lieutenant, ernest lapointe, had died in november 1941",place of death poznań,1
"louis stephen st-laurent died from heart failure on 25 july 1973, in quebec city, quebec, aged 91 and was buried at saint thomas d'aquin cemetery in his hometown of compton, quebec",place of death poznań,1
"wakayama died of acute heart failure on april 2, 1992, in a hospital in kyoto",place of death san francisco,1
"he zehui died in beijing in 2011, at the age of 97",place of death moscow,1
"she died in rangoon on 28 december 1988, at the age of 76, after suffering a severe stroke",place of death beijing,1
émile verhaeren died on 27 november 1916 at rouen station he fell under a moving train while trying to board it,place of death ostrava,1
"he died in bologna at 73 years of age.material in the ""biography"" section has been compiled from dinis 2003; dinis 2002; catholic encyclopedia giovanni battista riccioli",place of death rouen,1
"on 25 march 2010, he died in beijing at the age of 91",place of death bologna,1
"he developed osteomyelitis after breaking his foot snowboarding, and had it amputated after declining to take time off for treatment.frankie knuckles house pioneer dies aged 59 2 april 2014, bbc on march 31, 2014, he died in chicago at the age of 59 due to the complications from his diabetes",place of death childwickbury manor,1
"he died at age 50 on 8 february 1709 in bologna ; , where his manuscripts are conserved in the san petronio archives",place of death chicago,1
"she died of leukemia on 16 october 1988, aged 67, in cairo",place of death south africa,1
kolingba died in paris on 7 february 2010.former central africa president dies party yahoo! news,place of death montrose,1
"his father, tsunenao 正岡常尚,official website of the shiki-an , shiki's tokyo residence, page in japanese was an alcoholic who died when shiki was five years of age",place of death akita prefecture,1
"he returned to baghdad in 1965, and died there in december 1968",place of death thirsk,1
"george's hospital, he died in london - 13 june 1861 - at the age of 34",place of death upland,1
"hertz took a position of professor of physics and director of the physics institute in bonn on 3 april 1889, a position he held until his death",place of death london,1
"he died at metten abbey in germany after being wounded by an allied bombing near regensburg, and was buried in oberstdorf",place of death chicago,1
stott died on 27 july 2011 at the college of st barnabas in lingfield at 3 15 pm local time,place of death beirut,1
pierson died in 1896 in the village almen and he is buried in zutphen,place of death saint-christophe-en-oisans,1
pierson died in 1896 in the village almen and he is buried in zutphen,place of death almen,1
"gim was made an official in jinju castle in 1591, and with the sudden death of the castle’s guardian yi gyeong, and the beginning of the imjin wars he came to be the commander of the fortress",place of death los angeles,1
"sacchi's death in rome is proven by his will, now at the state archives in rome",place of death jinju,1
sacchi later entered francesco albani's workshop and spent most of his time in rome where he eventually died,place of death jinju,1
"kropotkin died of pneumonia on 8 february 1921, in the city of dmitrov, and was buried at the novodevichy cemetery in moscow",place of death dmitrov,1
he died in an essen hospital shortly before the end of world war ii as a result of stress experienced during the intense allied bombing of the city,place of death cardiff,1
"he contracted typhoid fever or possibly malaria and returned to the arisugawa palace at maiko near kobe to recover, but he died there on january 15, 1895",place of death essen,1
on 5 and 6 september 1995 claudio abbado and the berlin philharmonic marked the anniversary of borchard's death with performances of mahler's 6th symphony,place of death tanchon,1
he was sentenced to death and executed in taipei in 1950,place of death beijing,1
he was sentenced to death and executed with other condemned co-defendants at nuremberg prison on the morning of 16 october 1946,place of death kew,1
hutten died in seclusion on the island of ufenau on lake zurich,place of death bonn,1
she died by poison in orthez less than a month later,place of death vienna,1
"galo plaza died of a heart attack january 28, 1987 in a hospital in quito",place of death nuenen,1
"feng was professor of physiology at the shanghai medical college current fudan university medical school, and the director 1950–1984 and later honorary director from 1984 till feng's death of the chinese academy of sciences institute of physiology also in shanghai",place of death chongren county,1
"after the death of his elder brother yury, ivan inherited the principality of moscow",place of death stony brook,1
"barre died of a heart attack on january 26, 1995, in lagos",place of death london,1
she died on 27 may 1707 at the age of almost sixty-seven while taking the waters at bourbon-l'archambault in order to try to heal an illness,place of death stiftung louisenlund,1
"transported to the hospital at douala on 6 october, he died there on 8 october 2001",place of death taipei,1
"nicole lepaute took care of her terminally ill husband from 1767 until her death in paris on december 6th, 1788",place of death worthing,1
he died peacefully at his home in edinburgh in 1799 at the age of 71 and is buried in greyfriars kirkyard,place of death agra,1
"garrett died on april 25, 1961, in baltimore, marylandthe new york times, obituaries, april 26, 1961; the baltimore sun, obituaries, april 26, 1961",place of death northampton,1
"he died in a car wreck in west goshen, pennsylvania this morning at 3 a.m",place of death berlin,1
"at the time of his death his novels had sold tens of millions of copies.""novelist elevated crime thriller, mastered dialogue""; julie hinds; detroit free press; august 21, 2013; page a1",place of death kamakura,1
"initial reports stated that leonard was recovering but on august 20, 2013, leonard died at his home in the detroit suburb of bloomfield hills of stroke complications",place of death kamakura,1
"in 1978, following mao's death and the fall of the gang of four, the 85 year old guo, as he lay dying in a beijing hospital, penned a poem denouncing the gang",place of death detroit,1
"his father in his later writing expressed regret for encouraging his son to return to beijing from the farm, thinking that it indirectly led to his death",place of death detroit,1
kantakouzenos died in the peloponnese and was buried by his sons at mistra in laconia,place of death venice,1
mejía died in rome on 9 december 2014 at the age of 91,place of death jakarta,1
he died of cardiac arrest in manhattan in 1994 at the age of 67,place of death rome,1
evgeny mikhailovich pozdniakov died in leningrad in 1991,place of death manhattan,1
henry of champagne fell from the window of his palace and died in acre on 10 september 1197,place of death san francisco,1
"after her death on 5 april of the same year, she was buried on the meißenheim cemetery",place of death borgarfjörður,1
"she died early so liu biao took a second wife, lady cai from the influential cai family in xiangyang",place of death meißenheim,1
"babcock died of a heart attack in pasadena, california at age 86",place of death helsinki,1
"chandler died in versailles on june 15, 1991, and was buried in the churchyard of pisgah presbyterian church near versailles",place of death paris,1
jutta died in rome where her brother-in-law king victor emmanuel iii reigned,place of death munich,1
"six months after george's birth, obama died in a car crash in nairobi",place of death tamanawa castle,1
"he was hospitalized on july 6, 1972 for a broken hip, but died from kidney failure in istanbul constantinople the following day at the age of 86",place of death tours,1
"monje molina died on january 15, 2019 of pneumonia in moscow",place of death paris,1
"on 11 january 2010, a month before her 101st birthday, miep gies died in hoorn after suffering from a fall",place of death thônex,1
"richard ely died in old lyme, connecticut on october 4, 1943",place of death freiburg im breisgau,1
"he died on 30 may 1876, in his native city of vienna",place of death paris,1
"though maruyama suffered from poor health especially in his later life, he continued studying and writing until he died in tokyo on 15 august 1996",place of death xiangyang,1
rainer died at her london home on 30 december 2014 at the age of 104 from pneumonia,place of death thessaloniki,1
"after her husband yen chia-kan died on december 24, 1993, she died at the same date six years later in 1999 because of diseases of the lung, liver and kidney at taipei chongqing south road official residence",place of death shanghai,1
"in 1930, she moved to hollywood and into the penthouse at the ravenswood apartment building where she lived until her death in 1980",place of death jomsborg,1
he died at hirokawa temple in kawachi province present-day osaka prefecture at age 72,place of death paris,1
browning died at his son's home ca' rezzonico in venice on 12 december 1889,place of death england,1
king saud died at the age of 67 on 23 february 1969 in athens after suffering a heart attack in his sleep,place of death venice,1
"ani pachen died in dharamsala on february 2, 2002 of heart failure",place of death paris,1
"later he moved to france, where after an accident and long illness he died in a paris hospital in 1996",place of death egypt,1
"weider died on october 17, 2008, at the jewish general hospital in montreal",place of death paris,1
he was taken to a hospital in scottsdale where he died of blunt force injuries later that day,place of death poland,1
"cleveland and hendricks won the election, but hendricks only served as vice president for about eight months, from march 4, 1885, until his death on november 25, 1885, in indianapolis",place of death les andelys,1
"hendricks died unexpectedly on november 25, 1885, during a trip home to indianapolis",place of death les andelys,1
"hundreds of dignitaries were in attendance, including president grover cleveland, and thousands of people gathered along the city's street to see the 1.2 mile long funeral cortege as it traveled from downtown indianapolis to crown hill cemetery, where his remains were interred.during the last two years of his life, as his health was failing, hendricks made plans for his eventual death and selected a burial site and monument",place of death les andelys,1
"in the 1880s he had the remains of his only child, morgan, who had died thirty years earlier and was buried at shelbyville, moved to the hendricks burial site in indianapolis",place of death les andelys,1
"after a lifetime of work, he died peacefully in his sleep at ealing on 1 march 1981, st david's day",place of death hollywood,1
"peter iv catalan pere iv; 5 september 1319 – 6 january 1387, called the ceremonious catalan el cerimoniós, was from 1336 until his death the king of aragon and also king of sardinia and corsica as peter i, king of valencia as peter ii, and count of barcelona and the rest of the principality of catalonia as peter iii",place of death pasadena,1
"hosni mubarak died on 25 february 2020, in a cairo military hospital, at the age of 91",place of death barcelona,1
"hathaway died from a heart attack in 1985 in hollywood and is interred at holy cross cemetery in culver city, california",place of death london,1
"rangjung rigpei dorjé died on november 5, 1981 in the united states in a hospital in zion, illinois",place of death emet,1
"from 1956–63, lê duẩn played a moderating role between the two factions, but with the death of diệm and the gulf of tonkin incident, he became considerably more radical",place of death lobaye prefecture,1
"he remained general secretary until, on 10 july 1986, he died of natural causes in hanoi at age 79",place of death lobaye prefecture,1
"after conducting a cycle of brahms with the concertgebouw orchestra, he died from another heart attack in amsterdam in 1974",place of death kent,1
"in many muslim traditions, aisha is described as muhammad's most beloved or favored wife after his first wife, khadija bint khuwaylid, who died before the migration to medina took place",place of death amsterdam,1
aisha died at her home in medina on 17 ramadan 58 ah 16 july 678,place of death amsterdam,1
wiesenthal died in his sleep at age 96 in vienna on 20 september 2005 and was buried in the city of herzliya in israel,place of death medina,1
"stokes' last painting was alice tumbling down the rabbit hole, painted around 1989; she died in melbourne in 1991",place of death vienna,1
"o'hara died from cardiovascular disease in princeton, new jersey, and is interred in the princeton cemetery","place of death washington, d.c.",1
"when his elder brother albert died without male issue in 1172, bernhard also inherited his county of ballenstedt",place of death saint petersburg,1
he was last seen in the führerbunker in berlin on 1 may 1945 and remains the most senior figure of the nazi regime who was never captured or confirmed to have died,place of death beijing,1
"taking into account the currently available records, the authors of this report conclude that müller most likely died in berlin in early may 1945."" by the 1990s, it was in any case increasingly unlikely that müller, who was born in 1900, was alive even if he had survived the war",place of death beijing,1
he was born in saint petersburg later petrograd and leningrad; it reverted to saint petersburg some years after his death,place of death moscow,1
