sentence,wikidata,label
"born in modena, benassi began his career at his local club modena",place of birth Modena,0
"zhang nan ; born april 30, 1986, in beijing is a former artistic gymnast from china",place of birth Beijing,0
"virtually nothing is known of his life before his accession, though it is reasonable to assume that he was born in the latter part of the seventh century",place of birth Italy,0
leopold was born in vienna as his parents' third son,place of birth Vienna,0
"safdar [...] according to his own account he was born at as`adabad near konar, to the east and in the district of kabul afghanistan in 1254/1838-9 to a family of the hanafi school",place of birth Afghanistan,0
"wu ying-chieh, nicknamed gui gui, was born in keelung city, taiwan on 11 august 1989, and is the only child of divorced parents",place of birth Keelung,0
"their first son, gibran rakabuming raka born 1 october 1987, studied abroad in sydney and singapore at the management development institute of singapore, mdis and currently runs a catering and wedding-planning business in surakarta",place of birth Surakarta,0
"in 1967,lcro standesamt bayern muenchen he married martje grohmann with whom he had a son, rudolph amos achmed, born in 1973",place of birth Munich,0
nicolas léonard sadi carnot was born in paris into a family that was distinguished in both science and politics,place of birth Paris,0
"gaston was born louis philippe marie ferdinand gaston of orléans portuguese luís filipe maria fernando gastão de orleães on 28 april 1842 in neuilly-sur-seine, a suburb of paris, at the château de neuilly",place of birth Neuilly-sur-Seine,0
krisztián berki ; born 18 march 1985 in budapest is a hungarian artistic gymnast,place of birth Budapest,0
"yeh ting-jen ; born july 1, 1983 in taiwan is a taiwanese baseball player who currently plays for brother elephants of chinese professional baseball league",place of birth Taiwan,0
"born in ulldecona, tarragona, catalonia, garcía joined villarreal cf's youth setup in 2005, aged eight, after starting out at cf ulldecona",place of birth Ulldecona,0
jacobi was born of ashkenazi jewish parentage in potsdam on 10 december 1804,place of birth Potsdam,0
"thomas mifflin was born january 10, 1744 in philadelphia in the province of pennsylvania",place of birth Philadelphia,0
"teppei tsuchiya 土谷 鉄平, born december 27, 1982 in ōita, ōita is a japanese professional baseball infielder",place of birth Ōita,0
"born in easton, pennsylvania in 1860, cattell grew up the eldest child of a wealthy and prominent family",place of birth Northampton County,0
"filipe manuel cordeiro duarte born 30 march 1985, in lisbon is a portuguese born macanease professional footballer who plays for s.l",place of birth Lisbon,0
"isa was born in jasra to salman bin hamad al khalifa and mouza bint hamad al khalifa 1933-2009, the daughter of hamad bin isa al khalifa, and succeeded his father as emir upon his death in november 1961",place of birth Jasra,0
● nativity of the zodiacs / born into the twelfth sign taipei ink publishing,place of birth Taipei,0
"born in huddersfield, west yorkshire, campbell grew up in a manchester united-supporting household and studied at huddersfield grammar school",place of birth Huddersfield,0
"vitaly ginzburg was born to a in moscow in 1916, the son of an engineer lazar yefimovich ginzburg and a doctor augusta wildauer, and graduated from the physics faculty of moscow state university in 1938",place of birth Moscow,0
"duque de suárez, geneall.es, at generall.net he was born in cebreros",place of birth Cebreros,0
"vera nebolsina born 16 december 1989, in tomsk is a russian chess player",place of birth Tomsk,0
"dunn was born in medina, ohio and spent much of his childhood in brecksville, ohio",place of birth Medina,0
"""the list of individuals and entities established pursuant to security council resolution 1988 2011"" other reports say omar was born in 1960 in noori village near kandahar",place of birth Kandahar,0
"watanabe was born in fujieda on september 10, 1972",place of birth Fujieda,0
"bachir gemayel was born in the achrafieh neighborhood of beirut on 10 november 1947, the youngest of six children",place of birth Beirut,0
"ai ueda , born 26 october 1983 in kyoto is a japanese triathlete",place of birth Kyoto,0
"this monastery is believed to have occupied the site of the church of st mary major in the city of exeter, demolished in 1971, next to which was later built exeter cathedral.st mary major – cathedral yard, exeter memories website, 2015 later tradition places his birth at crediton, but the earliest mention of crediton in connection to boniface is from the early fourteenth century,orme 97; hockey 106",place of birth Crediton,0
"thomas daniell was born in 1749 in kingston upon thames, surrey",place of birth Kingston upon Thames,0
"marcus edward trescothick born 25 december 1975 is a former english cricketer, who played first-class cricket for somerset county cricket club, and represented england in 76 test matches and 123 one day internationals.marcus trescothick biography, espncricinfo",place of birth Keynsham,0
hussein was born in amman on 14 november 1935 to crown prince talal and princess zein al-sharaf,place of birth Amman,0
"draine born november 19, 1947 in kolkata is an american astrophysicist",place of birth Kolkata,0
fuse was born in the rural oshika district of miyagi prefecture in what is now part of the city of ishinomaki,place of birth Ishinomaki,0
"walter bruce willis was born in the west german town of idar-oberstein on march 19, 1955",place of birth Idar-Oberstein,0
"baptised 1 september 1653the date of pachelbel's birth and death are unknown, therefore his baptismal and burial dates, which are known, are given1 september is the date in the julian calendar current in nuremberg at the time",place of birth Nuremberg,0
mcilroy was born in belfast and moved to english club manchester united in 1969 becoming matt busby's final signing,place of birth Belfast,0
gabriel quak jun yi born 22 december 1990 is a singapore international footballer who plays as a left winger or right inside-forward for singapore premier league side home united fc,place of birth Singapore,0
johnson himself was born in minneapolis a short time later in 1984,place of birth Minneapolis,0
"the son of an electrician, bergkamp was born in amsterdam and played as an amateur in the lower leagues",place of birth Amsterdam,0
"lyman william porter was born in 1930 in lafayette, indiana",place of birth Lafayette,0
"his father, who was serving as a gendarmerie officer in thessaloniki - where he met his mother - was a cretan, having been born in kandanos, chania, while his mother, who was born in sklithro, florina, was a greek macedonian",place of birth Thessaloniki,0
"locke was born in exeter and was a chorister in the choir of exeter cathedral, under edward gibbons, the brother of orlando gibbons",place of birth Exeter,0
"lee sang-il korean 이상일, born 6 january 1974 in niigata prefecture, japan is a zainichi korean film director and screenwriter",place of birth Niigata,0
"eça de queirós was born in póvoa de varzim, portugal, in 1845",place of birth Póvoa de Varzim,0
shirley-quirk was born in liverpool and sang in the choir at holt high school today the childwall sports and science academy,place of birth Liverpool,0
"born on high street, glasgow in 1777, he was the youngest of the eleven children of alexander campbell 1710–1801, son of the 6th and last laird of kirnan, argyll, descended from the maciver-campbells",place of birth Glasgow,0
he was born in couvet in neuchâtel now switzerland in 1714 and died in 1767,place of birth Couvet,0
"newson was born in sydney, australia, and in 1984 he graduated at the sydney college of the arts in sydney, australia studying jewellery and sculpture",place of birth Sydney,0
"born in lampang province, chaiwan was the silver medalist at the 2017 asian junior championships, where she was before won the junior u–15 championships in 2015, and u–17 in 2016",place of birth Lampang,0
"he was born at sens and entered saint-cyr in 1855, aged 18, and became a lieutenant in 1861",place of birth Sens,0
zvonareva was born in 1984 in moscow to igor zvonarev and natalia née bykova,place of birth Moscow,0
"de jong was born in the village of wierum in the province of friesland, netherlands",place of birth Wierum,0
"nash was born in harrow in north west london to an english father, steve, who is a systems analyst, and an irish mother, marie née walsh, who worked as a nurse in a hospice, as the middle one of three sisters",place of birth Harrow,0
nikolai vasilevich novikov ; 7 february 1903 – 1989 was a soviet diplomat born in saint petersburg,place of birth Saint Petersburg,0
"due to jimmy's military duties, the first three were born in different parts of the country and away from georgia",place of birth Plains,0
"takeda was born in matsuyama on september 18, 1972",place of birth Matsuyama,0
"van niekerk was born in kraaifontein, cape town, to wayne van niekerk and sprinter odessa swarts.wayde's olympic glory what his parents have to say, iol he was born prematurely and needed a blood transfusion",place of birth Cape Town,0
"sergei grinkov was born in moscow to anna filipovna grinkova and mikhail kondrateyevich grinkov and had an older sister, natalia mikailovna grinkova",place of birth Moscow,0
"ratan tata was born in bombay, now mumbai, on 28 december 1937, and is the son of naval tata born in surat",place of birth Surat,0
"his father was commander john tracey william french, rn, of ripple vale in kent born 1808, died 1854, who had fought at navarino and under napier in support of dom pedro in the portuguese civil war",place of birth Kent,0
"slipher was born in mulberry, indiana, and completed his doctorate at indiana university in 1909",place of birth Mulberry,0
"after their third son was born in 1801, they moved to a spacious three-storey house built for scott at 39 north castle street, which remained as scott's base in edinburgh until 1826, when he could no longer afford two homes",place of birth Edinburgh,0
"szekeres was born in budapest, hungary, as szekeres györgy and received his degree in chemistry at the technical university of budapest",place of birth Budapest,0
"jairzinho was born in rio de janeiro, where he went through the youth setup at local club botafogo",place of birth Rio de Janeiro,0
"born in warsaw in 1932, chmielewska graduated as an architect in 1954 from warsaw university of technology, and worked as a designer before devoting herself to writing",place of birth Warsaw,0
"bashar hafez al-assad was born in damascus on 11 september 1965, the second oldest son of anisa makhlouf and hafez al-assad",place of birth Damascus,0
he was born in london during his parents’ first furlough in england together,place of birth London,0
"engle was born on august 26, 1932, in chapman, kansas",place of birth Chapman,0
soe was an ethnic mon and was born in moulmein present-day mawlamyine,place of birth Mawlamyine,0
fradkov was born near samara to a family of jewish origin on his father's side.c,place of birth Samara,0
"ungerer was born in strasbourg in alsace, france, the youngest of four children to alice essler and theo ungerer",place of birth Strasbourg,0
"kushibiki was born in osaka prefecture on june 10, 1967",place of birth Ōsaka Prefecture,0
"born in rome to a molisan family from duronia, province of campobasso, germano debuted aged twelve in castellano e pipolo's movie ci hai rotto papà 1992",place of birth Rome,0
"ertl was born in stuttgart, germany, where he studied physics from 1955 to 1957 at the technical university of stuttgart and then at the university of paris 1957–1958 and ludwig maximilian university in munich 1958–1959",place of birth Stuttgart,0
"they have two children a son, dylan, born in 2011 in new york, and a daughter, alma, born in 2014 in madrid",place of birth Madrid,0
nafa indria urbach was born 15 june 1980 in magelang to ronald urbach and neneng maria kusuma,place of birth Magelang,0
"chang was a haining, zhejiang native, born in nanjing and grew up in shanghai, before moving to hong kong in 1949",place of birth Nanjing,0
davi rodrigues de jesus or simply davi ; born 6 april 1984 in gravataí is a brazilian midfielder,place of birth Gravataí,0
luis von ahn was born in and grew up in guatemala city,place of birth Guatemala City,0
"she was born in shiogama city, in miyagi prefecture, and graduated from st",place of birth Shiogama,0
azizi was born in tacheng to an influential uyghur trader family originally from artux,place of birth Tacheng,0
"ho iat seng, glm ; born 12 june 1957 is a macau politician serving as the 3rd and current chief executive of macau since december 2019",place of birth Macau,0
"master mahmoud farshchian was born in the city of isfahan on january 24, 1930",place of birth Isfahan,0
"betty loh ti was born as xi zhongyi on 24 july 1937 into a prominent family from pudong, the owner of the xi fu ji factory in shanghai",place of birth Shanghai,0
"dönitz was born in grünau near berlin, germany, to anna beyer and emil dönitz, an engineer, in 1891",place of birth Grünau,0
"yamazaki was born in kagoshima prefecture on october 31, 1970",place of birth Kagoshima,0
"dinara mubinovna safina ; ; born april 27, 1986 in moscow is a russian former world no",place of birth Moscow,0
"joseph fidler walsh was born on november 20, 1947, in wichita, kansas",place of birth Wichita,0
"crenshaw was born in jacksonville, and earned his ba at the university of georgia in 1966 and later received his law degree from the university of florida",place of birth Jacksonville,0
"gould was born on 28 october 1988 in isleworth, in greater london to his mother, susan ""sue"" gould and father duncan gould",place of birth London,0
tzannetakis was born in gytheio in the region of mani in 1928,place of birth Gytheio,0
"her mother princess fatima begum [fatima aref zaher] born on 2 may 1949, was the first secretary protocol, financial affairs and public relations at the afghan embassy in rome since 2005, and later served as afghan chargé d'affaires in rome since 2007",place of birth Rome,0
richi puspita dili born 10 july 1989 in sleman is an indonesian badminton player,place of birth Sleman,0
the toulouse birthplace was confirmed in 2012 with the location of his birth certificate,place of birth Toulouse,0
gareth richard thomas born 15 july 1967 is a british labour co-operative politician who has been the member of parliament mp for harrow west since 1997,place of birth Harrow,0
james berry was born and brought up in the city of canterbury in kent,place of birth Canterbury,0
hung was born in taipei county on 7 april 1948 as the eldest child of the family,place of birth Taipei,0
"gaile lok is of chinese-vietnamese descent as her mother is kinh vietnamese, and was born in macau while growing up in usa",place of birth Macau,0
"he was born in pozsony modern-day bratislava on 10 february 1807, and was executed by firing squad in pest on 6 october 1849, the same day as the 13 martyrs of arad",place of birth Bratislava,0
"crowe was born on 7 april 1964 in the wellington suburb of strathmore park, new zealand, the son of jocelyn yvonne wemyss and john alexander crowe, both of whom were film set caterers; his father also managed a hotel",place of birth Wellington,0
"lemmy was born on 24 december 1945 in the burslem area of stoke-on-trent, staffordshire",place of birth Burslem,0
"jeffreys was born in fatfield, county durham, england, the son of robert hal jeffreys, headmaster of fatfield church school, and his wife, elizabeth mary sharpe, a school teacher",place of birth Fatfield,0
"1937 born in shanghai, china to sun fo and shanghai property developer and socialite rosa lam lan-yi in mandarin",place of birth Shanghai,0
"gentiloni was born in rome in 1954, during his childhood he attended a montessori institute, where he became a friend of agnese moro, the daughter of aldo moro, a christian democratic leader and prime minister",place of birth Rome,0
born in indianapolis he played for lawrence north high school before enrolling at the university of north carolina at chapel hill to play for the tar heels,place of birth Indianapolis,0
"constantin lipatti from childhood called by the diminutive ""dinu"" was born in bucharest into a musical family his father was a violinist who had studied with pablo de sarasate and carl flesch,anna lipatti, la vie du pianiste dinu lipatti, editions du vieux colombier, trans",place of birth Bucharest,0
